"GenusID_idx";"SpeciesID";"Extinct";"SpeciesEn";"SpeciesSc";"Authority";"BrRange";"NonbrRange";"Code";"Comment";"SpeciesUA"
6504;6513;;"New Zealand Storm Petrel";"Fregetta maoriana";"(Mathews, 1932)";"PO : sw";;"PHY, TAX";"Move New Zealand Storm Petrel from Oceanites to Fregetta following Black-bellied Storm Petrel (Robertson et al. 2011).";" "
6514;6515;;"Polynesian Storm Petrel";"Nesofregetta fuliginosa";"(Gmelin, JF, 1789)";"PO : c";;;;"Океанник білогорлий"
6518;6519;;"Laysan Albatross";"Phoebastria immutabilis";"(Rothschild, 1893)";"PO : n, c";;;;"Альбатрос гавайський"
6518;6520;;"Black-footed Albatross";"Phoebastria nigripes";"(Audubon, 1839)";"PO : n, c";;;;"Альбатрос чорноногий"
6518;6521;;"Waved Albatross";"Phoebastria irrorata";"(Salvin, 1883)";"PO : Galápagos Is. and coastal Ecuador";;;;"Альбатрос галапагоський"
6518;6522;;"Short-tailed Albatross";"Phoebastria albatrus";"(Pallas, 1769)";"PO : n, c";;;;"Альбатрос жовтоголовий"
6523;6524;;"Wandering Albatross";"Diomedea exulans";"Linnaeus, 1758";"SO : widespread, except New Zealand";"widespread";;;"Альбатрос мандрівний"
6523;6525;;"Antipodean Albatross";"Diomedea antipodensis";"Robertson, CJR & Warham, 1992";"PO : Antipodes, Campbell and Auckland Is. (New Zealand)";"widespread in s PO";"AS";"Diomedea antipodensis is split provisionally from D. exulans Wandering Albatross (Robertson & Warham 1994; Brooke 2004; Onley & Scofield 2007; BLI 1.0; Tennyson 2010; see SACC 388 re case against this split).";" "
6523;6528;;"Amsterdam Albatross";"Diomedea amsterdamensis";"Roux, Jouventin, Mougin, Stahl & Weimerskirch, 1983";"IO : Amsterdam I.";"s IO";"AS";"Diomedea amsterdamensis is split from D. exulans (Roux et al. 1983; Robertson & Nunn 1998; Brooke 2004; Onley & Scofield 2007; BLI 1.0; see also Rains et al. 2011 for recent genetics).";"Альбатрос острівний"
6523;6529;;"Tristan Albatross";"Diomedea dabbenena";"Mathews, 1929";"AO : Tristan da Cuhna group";"s AO";"AS";"Diomedea dabbenena is split from D. exulans (Burg & Croxall 2004; Brooke 2004; Onley & Scofield 2007; BLI 1.0, and others).";" "
6523;6530;;"Southern Royal Albatross";"Diomedea epomophora";"Lesson, R, 1825";"PO : Campbell and Auckland Is. (New Zealand)";"widespread SO";"ENG";"Change English name of Diomedea epomophora to Southern Royal Albatross with split of D. sanfordi.";"Альбатрос королівський"
6523;6531;;"Northern Royal Albatross";"Diomedea sanfordi";"Murphy, 1917";"PO : Chatham Is. (New Zealand)";"widespread SO";"AS";"Diomedea sanfordi is split from D. epomophora (Brooke 2004; BLI 1.0; Onley & Scofield 2007; Tennyson 2010).";" "
6532;6533;;"Sooty Albatross";"Phoebetria fusca";"(Hilsenberg, 1822)";"IO, AO : s";;;;"Альбатрос бурий"
6532;6534;;"Light-mantled Albatross";"Phoebetria palpebrata";"(Forster, JR, 1785)";"SO : widespread";;;;"Альбатрос довгохвостий"
6535;6536;;"Black-browed Albatross";"Thalassarche melanophris";"(Temminck, 1828)";"SO : widespread";;;;"Альбатрос чорнобровий"
6535;6537;;"Campbell Albatross";"Thalassarche impavida";"Mathews, 1912";"PO : Campbell Is. (New Zealand)";"vicinity of New Zealand and s Australia";"AS";"Thalassarche impavida is split from T. melanophris (Brooke 2004; BLI; Tennyson 2010; and others).";" "
6535;6538;;"Shy Albatross";"Thalassarche cauta";"(Gould, 1841)";"SO : Tasmania and Auckland Is";"widespread in s IO, PO";"TAX";"Thalassarche cauta includes T. steadi (Onley & Scofield 2008; Tennyson 2010; contra BLI).";"Альбатрос сірощокий"
6535;6541;;"Chatham Albatross";"Thalassarche eremita";"Murphy, 1930";"PO : Chatham Is. (New Zealand)";"widespread in s PO";"AS";"Thalassarche eremita is split from T. cauta Shy Albatross (Tickell 2000; Brooke 2004; BLI; Tennyson 2010 and others).";" "
6535;6542;;"Salvin's Albatross";"Thalassarche salvini";"(Rothschild, 1893)";"IO, PO : Bounty Is. and w Snares Is.";"widespread in SO";"AS";"Thalassarche salvini is split from T. cauta Shy Albatross (Tickell 2000; Brooke 2004; BLI; Tennyson 2010; and others).";" "
6535;6543;;"Grey-headed Albatross";"Thalassarche chrysostoma";"(Forster, JR, 1785)";"SO : widespread";;;;"Альбатрос сіроголовий"
6535;6544;;"Atlantic Yellow-nosed Albatross";"Thalassarche chlororhynchos";"(Gmelin, JF, 1789)";"AO : Tristan da Cunha group";"widespread in s AO";"ENG";"Change English name of Thalassarche chlororhynchos to Atlantic Yellow-nosed Albatross with split of T. carteri.";"Альбатрос смугастодзьобий"
6535;6545;;"Indian Yellow-nosed Albatross";"Thalassarche carteri";"(Rothschild, 1903)";"IO : s";;"TAX";"Thalassarche carteri is split from T. chlororhynchos Atlantic Yellow-nosed Albatross (Brooke 2004; BLI 1.0; Onley & Scofield 2007; Tennyson 2010).";" "
6535;6546;;"Buller's Albatross";"Thalassarche bulleri";"(Rothschild, 1893)";"PO : New Zealand";"widespread in s PO";"TAX";"Thalassarche bulleri includes T. platei (BLI; Tennyson 2010).";"Альбатрос бюлера"
6551;6552;;"European Storm Petrel";"Hydrobates pelagicus";"(Linnaeus, 1758)";"AO : ne";;;;"Качурка морська"
6555;6556;;"Least Storm Petrel";"Oceanodroma microsoma";"(Coues, 1864)";"PO : ne";;;;"Качурка каліфорнійська"
6555;6557;;"Wedge-rumped Storm Petrel";"Oceanodroma tethys";"(Bonaparte, 1852)";"PO : e";;;;"Качурка галапагоська"
6555;6560;;"Band-rumped Storm Petrel";"Oceanodroma castro";"(Harcourt, 1851)";"PO, AO : c";;"PS";"Band-rumped [Madeiran] Storm Petrel comprises five or more species worldwide including cryptic sympatric species that breed at different seasons (Smith et al. 2007; Friesen et al. 2007; Monteiro et al. 2008). Grant's Storm Petrel (O. sp. nov.), a cool wat";"Качурка мадерійська"
6555;6561;;"Monteiro's Storm Petrel";"Oceanodroma monteiroi";"Bolton et al., 2008";"AO : Azores";;"NEW";"Monteiro's Storm Petrel is described as a cryptic species of ""Band-rumped"" Storm Petrel complex: Bolton et al., 2008 (see Sangster et al. 2012).";" "
6555;6562;;"Cape Verde Storm Petrel";"Oceanodroma jabejabe";"(Barboza du Bocage, 1875)";"AO : Cape Verde Is.";;"NEW";"Cape Verde Storm Petrel is described as a cryptic species of ""Band-rumped"" Storm Petrel complex: Bolton, 2007 (see Sangster et al. 2012).";" "
6555;6563;;"Swinhoe's Storm Petrel";"Oceanodroma monorhis";"(Swinhoe, 1867)";"IO, PO : n IO, w PO";;;;"Качурка вилохвоста"
6555;6564;;"Leach's Storm Petrel";"Oceanodroma leucorhoa";"(Vieillot, 1818)";"PO, AO : n, c";;;;"Качурка північна"
6555;6567;;"Townsend's Storm Petrel";"Oceanodroma socorroensis";"Townsend, CH, 1890";"PO : summer breeder, Guadalupe I. (off nw Mexico)";;"AS";"Townsend's Storm Petrel is split from Leach's Storm Petrel  based on different vocalizations and morphology and from Ainley's Storm Petrel O. cheimomnestes also by sympatry with seasonal isolation (Ainley 1980; Howell et al. 2009; Howell 2012; NACC 2016-C";" "
6555;6568;;"Ainley's Storm Petrel";"Oceanodroma cheimomnestes";"Ainley, 1980";"PO : winter breeder,  Guadalupe I. (off nw Mexico)";;"AS";"Ainley's Storm Petrel is split from Leach's Storm Petrel, based on different vocalizations and morphology and from Townsend's Storm Petrel O. socorroensis also by sympatry with seasonal isolation (Ainley 1980; Howell et al. 2009; Howell 2012; NACC 2016-C-";" "
6555;6569;;"Markham's Storm Petrel";"Oceanodroma markhami";"(Salvin, 1883)";"PO : e";;;;"Качурка маркгама"
6555;6570;;"Tristram's Storm Petrel";"Oceanodroma tristrami";"Salvin, 1896";"PO : nw";;;;"Качурка гавайська"
6555;6571;;"Black Storm Petrel";"Oceanodroma melania";"(Bonaparte, 1854)";"PO : e";;;;"Качурка чорна"
6555;6572;"1";"Guadalupe Storm Petrel";"Oceanodroma macrodactyla";"Bryant, WE, 1887";"MA : Guadalupe I. (off nw Mexico)";;;;"Качурка гвадалупська"
6555;6573;;"Matsudaira's Storm Petrel";"Oceanodroma matsudairae";"Kuroda, Nagamichi, 1922";"IO, PO : c IO, w PO";;;;"Качурка матсудайра"
6555;6574;;"Ashy Storm Petrel";"Oceanodroma homochroa";"(Coues, 1864)";"PO : ne";;;;"Качурка фаралонська"
6555;6575;;"Hornby's Storm Petrel";"Oceanodroma hornbyi";"(Gray, GR, 1854)";"PO : se";;;;"Качурка кільчаста"
6555;6576;;"Fork-tailed Storm Petrel";"Oceanodroma furcata";"(Gmelin, JF, 1789)";"PO : n";;"PHY";"Fork-tailed Storm Petrel may belong with Hydrobates not Oceanodroma (Penhallurick & Wink 2004); AOU retains in Oceanodroma.";"Качурка сиза"
6581;6582;;"Southern Giant Petrel";"Macronectes giganteus";"(Gmelin, JF, 1789)";"SO, AN : widespread";;;;"Буревісник гігантський"
6581;6583;;"Northern Giant Petrel";"Macronectes halli";"Mathews, 1912";"SO : widespread";;;;"Буревісник велетенський"
6584;6585;;"Northern Fulmar";"Fulmarus glacialis";"(Linnaeus, 1761)";"NA, EU : circumpolar";;;;"Буревісник кочівний"
6584;6589;;"Southern Fulmar";"Fulmarus glacialoides";"(Smith, A, 1840)";"SO, AN : widespread";;;;"Буревісник південний"
6590;6591;;"Antarctic Petrel";"Thalassoica antarctica";"(Gmelin, JF, 1789)";"SO, AN : widespread";;;;"Буревісник антарктичний"
6592;6593;;"Cape Petrel";"Daption capense";"(Linnaeus, 1758)";"SO, AN : widespread";;;;"Пінтадо "
6596;6597;;"Snow Petrel";"Pagodroma nivea";"(Forster, G, 1777)";"SO, AN : widespread";;;;"Буревісник білий"
6600;6601;;"Blue Petrel";"Halobaena caerulea";"(Gmelin, JF, 1789)";"SO : widespread";;;;"Буревісник блакитний"
6602;6603;;"Broad-billed Prion";"Pachyptila vittata";"(Forster, G, 1777)";"SO : New Zealand and Tristan da Cunha Is.";;;;"Пріон широкодзьобий"
6602;6604;;"Salvin's Prion";"Pachyptila salvini";"(Mathews, 1912)";"IO : s";;;;"Пріон малий"
6602;6607;;"Antarctic Prion";"Pachyptila desolata";"(Gmelin, JF, 1789)";"SO, AN : widespread";;;;"Пріон антарктичний"
6602;6608;;"Slender-billed Prion";"Pachyptila belcheri";"(Mathews, 1912)";"SO : widespread";;;;"Пріон тонкодзьобий"
6602;6609;;"Fairy Prion";"Pachyptila turtur";"(Kuhl, 1820)";"SO : widespread";;;;"Пріон сніжний"
6602;6612;;"Fulmar Prion";"Pachyptila crassirostris";"(Mathews, 1912)";"SO : s IO and New Zealand";;;;"Пріон товстодзьобий"
6616;6617;;"Kerguelen Petrel";"Aphrodroma brevirostris";"(Lesson, R, 1831)";"SO : widespread";;;;"Тайфунник кергеленський"
6618;6619;;"Great-winged Petrel";"Pterodroma macroptera";"(Smith, A, 1840)";"SO : widespread; s islands from Tristan da Cunha to Kerguelen Is. and sw Australia";;"SEQ";;"Тайфунник довгокрилий"
6618;6620;;"White-headed Petrel";"Pterodroma lessonii";"(Garnot, 1826)";"SO : widespread";;;;"Тайфунник білоголовий"
6618;6621;;"Grey-faced Petrel";"Pterodroma gouldi";"(Hutton, FW, 1869)";"SO : North I. (New Zealand)";;"AS";"Grey-faced Petrel was previously treated as a subspecies of Great-winged Petrel P. macroptera following Gill et al. (2010), but they are not sister taxa. Great-winged Petrel is closely related to White-headed Petrel (P. lessoni) (Wood et al. 2016; see als";" "
6618;6622;;"Atlantic Petrel";"Pterodroma incerta";"(Schlegel, 1863)";"AO : s";;;;"Тайфунник атлантичний"
6618;6623;;"Providence Petrel";"Pterodroma solandri";"(Gould, 1844)";"PO : w, n";;;;"Тайфунник соландра"
6618;6624;;"Magenta Petrel";"Pterodroma magentae";"(Giglioli & Salvadori, 1868)";"PO : s";;;;"Тайфунник новозеландський"
6618;6625;;"Murphy's Petrel";"Pterodroma ultima";"Murphy, 1949";"PO : sc";;;;"Тайфунник мерфі"
6618;6626;;"Soft-plumaged Petrel";"Pterodroma mollis";"(Gould, 1844)";"SO : IO, AO";;;;"Тайфунник м’якоперий"
6618;6627;;"Zino's Petrel";"Pterodroma madeira";"Mathews, 1934";"AO : ec";;;;"Тайфунник мадерійський"
6618;6628;;"Fea's Petrel";"Pterodroma feae";"(Salvadori, 1900)";"AO : Cape Verde Is.";"e Atlantic Ocean";;;"Тайфунник азорський"
6618;6629;;"Desertas Petrel";"Pterodroma deserta";"Mathews, 1934";"AO : Desertas Is.";;"AS";"Pterodroma desertae is split from P. feae (Robb & Mullarney 2008; Jesus et al. 2009).";" "
6618;6630;;"Bermuda Petrel";"Pterodroma cahow";"(Nichols & Mowbray, 1916)";"AO : wc";;"ENG";"Change English name of Pterodroma cahow from local vernacular Cahow to Bermuda Petrel to conform to worldwide usage.";"Тайфунник бермудський"
6618;6631;;"Black-capped Petrel";"Pterodroma hasitata";"(Kuhl, 1820)";"AO : Cuba and Hispaniola to Martinique";;;;"Тайфунник кубинський"
6618;6632;"1";"Jamaican Petrel";"Pterodroma caribbaea";"Carte, 1866";"AO : Jamaica";;"PS";"Treated as a full species distinct from P. hasitata following Brooke (2004).";" "
6618;6633;;"Juan Fernandez Petrel";"Pterodroma externa";"(Salvin, 1875)";"PO : e";;;;"Тайфунник тихоокеанський"
6618;6634;;"Vanuatu Petrel";"Pterodroma occulta";"Imber & Tennyson, 2001";"PO : sw";;;;" "
6618;6635;;"Kermadec Petrel";"Pterodroma neglecta";"(Schlegel, 1863)";"PO : widespread";;;;"Тайфунник кермадецький"
6618;6638;;"Herald Petrel";"Pterodroma heraldica";"(Salvin, 1888)";"PO : sw";;"AS";"SACC 582 recognizes Herald, Trinidade, and Henderson petrels.";" "
6618;6639;;"Trindade Petrel";"Pterodroma arminjoniana";"(Giglioli & Salvadori, 1868)";"AO, IO : s Atlantic (Trindade and Martin Vaz Is.); Indian Ocean (Round I., Mauritius)";;;;"Тайфунник тринідадський"
6618;6640;;"Henderson Petrel";"Pterodroma atrata";"(Mathews, 1912)";"PO : se";;;;" "
6618;6641;;"Phoenix Petrel";"Pterodroma alba";"(Gmelin, JF, 1789)";"PO : sw";;;;"Тайфунник макронезійський"
6618;6642;;"Barau's Petrel";"Pterodroma baraui";"(Jouanin, 1964)";"IO : sw";;;;"Тайфунник реуньйонський"
6618;6643;;"Hawaiian Petrel";"Pterodroma sandwichensis";"(Ridgway, 1884)";"PO : c";;"PHY";"See Welch et al. (2011) re genetic differentiation between Hawaiian Petrel and Galapagos Petrel.";" "
6618;6644;;"Galapagos Petrel";"Pterodroma phaeopygia";"(Salvin, 1876)";"PO : c";;;;"Тайфунник галапагоський"
6618;6645;;"Mottled Petrel";"Pterodroma inexpectata";"(Forster, JR, 1844)";"PO, IO : widespread";;;;"Тайфунник піла"
6618;6646;;"White-necked Petrel";"Pterodroma cervicalis";"(Salvin, 1891)";"PO : w";;;;"Тайфунник макаулійський"
6618;6647;;"Black-winged Petrel";"Pterodroma nigripennis";"(Rothschild, 1893)";"PO : w";;;;"Тайфунник австралійський"
6618;6648;;"Chatham Petrel";"Pterodroma axillaris";"(Salvin, 1893)";"PO : sw";;;;"Тайфунник чатамський"
6618;6649;;"Bonin Petrel";"Pterodroma hypoleuca";"(Salvin, 1888)";"PO : nw";;;;"Тайфунник бонінський"
6618;6650;;"Gould's Petrel";"Pterodroma leucoptera";"(Gould, 1844)";"PO : Cabbage Tree and Boondelbah Is. (Australia) and New Caledonia";;"SSP";"Includes caledonica; treat as monotypic (Portelli 2016; Iglesias-Vasquez et al. 2016).";"Тайфунник білолобий"
6618;6651;;"Collared Petrel";"Pterodroma brevipes";"(Peale, 1849)";"PO : sw";;;;" "
6618;6654;;"Cook's Petrel";"Pterodroma cookii";"(Gray, GR, 1843)";"PO : widespread";;;;"Тайфунник кука"
6618;6655;;"De Filippi's Petrel";"Pterodroma defilippiana";"(Giglioli & Salvadori, 1868)";"PO : e";;;;"Тайфунник дефіліпа"
6618;6656;;"Stejneger's Petrel";"Pterodroma longirostris";"(Stejneger, 1893)";"PO : n, e";;;;"Тайфунник штейнегера"
6618;6657;;"Pycroft's Petrel";"Pterodroma pycrofti";"Falla, 1933";"PO : sw";;;;"Тайфунник кліфовий"
6658;6659;;"Mascarene Petrel";"Pseudobulweria aterrima";"(Bonaparte, 1857)";"IO : w";;;;"Тайфунник маскаренський"
6658;6660;"2";"St. Helena Petrel";"Pseudobulweria rupinarum";"(Olson, 1975)";"AO : St. Helena I.";;"EXT";"English name per R. Roe (in litt.).";" "
6658;6661;;"Tahiti Petrel";"Pseudobulweria rostrata";"(Peale, 1849)";"PO : sw";;;;"Тайфунник таїтійський"
6658;6664;;"Beck's Petrel";"Pseudobulweria becki";"(Murphy, 1928)";"PO : New Ireland and Solomon Is.";;"AS";"Pseudobulweria becki is split from P. rostrata (Brooke 2004).";" "
6658;6665;;"Fiji Petrel";"Pseudobulweria macgillivrayi";"(Gray, GR, 1860)";"PO : c";;;;"Тайфунник фіджійський"
6666;6667;;"Grey Petrel";"Procellaria cinerea";"Gmelin, JF, 1789";"SO : widespread";;"ENG";"Change English name of Procellaria cinerea to Grey Petrel to conform to worldwide usage.";"Буревісник сірий"
6666;6668;;"White-chinned Petrel";"Procellaria aequinoctialis";"Linnaeus, 1758";"SO : widespread";;"TAX";"See Techow et al. (2009) regarding genetic distinctiveness of New Zealand populations P. a. steadi.";"Буревісник білогорлий"
6666;6669;;"Spectacled Petrel";"Procellaria conspicillata";"Gould, 1844";"SO : widespread";;"TAX";"See Ryan (1998) and Techow et al. (2009) for documentation on species status.";" "
6666;6670;;"Black Petrel";"Procellaria parkinsoni";"Gray, GR, 1862";"PO : c, sw";;"ENG";"Australians greatly prefer English name of Black Petrel over Parkinson's Petrel for Procellaria parkinsoni; IOC accepted their position.";"Буревісник чорний"
