"GenusID_idx";"SpeciesID";"Extinct";"SpeciesEn";"SpeciesSc";"Authority";"BrRange";"NonbrRange";"Code";"Comment";"SpeciesUA"
15386;15415;;"Grey-crowned Flatbill";"Tolmomyias poliocephalus";"(Taczanowski, 1884)";"SA : Amazonia and e Brazil";;;;"Мухоїд сіроголовий"
15386;15419;;"Ochre-lored Flatbill";"Tolmomyias flaviventris";"(Wied-Neuwied, 1831)";"MA, SA : n, s Amazonia and e Brazil";;;;"Мухоїд жовтий"
15386;15423;;"Olive-faced Flatbill";"Tolmomyias viridiceps";"(Sclater, PL & Salvin, 1873)";"SA : w Amazonia";;"AS";"Tolmomyias viridiceps is split from T. flaviventris (Ridgely & Greenfield 2001; Hilty 2003); SACC needs proposal.";" "
15427;15428;;"Kinglet Calyptura";"Calyptura cristata";"(Vieillot, 1818)";"SA : se Brazil";;"PHY, SEQ";"Calyptura is a basal tyrannid (Ohlson et al. 2012); move from Incertae sedis to precede Platyrinchus pending comprehensive revision of sequence of genera of Tyrannidae.";"Котинга-Крихітка "
15429;15430;;"Cinnamon-crested Spadebill";"Platyrinchus saturatus";"Salvin & Godman, 1882";"SA : Amazonia";;;;"Лопатодзьоб бурощокий"
15429;15433;;"Stub-tailed Spadebill";"Platyrinchus cancrominus";"Sclater, PL & Salvin, 1860";"MA : se, s Mexico to w Costa Rica";;"SSP";"Includes timothei and dilutus; monotypic (Fitzpatrick 2004).";"Лопатодзьоб північний"
15429;15434;;"White-throated Spadebill";"Platyrinchus mystaceus";"Vieillot, 1818";"MA, SA : Costa Rica to Bolivia and n, e, se SA";;;;"Лопатодзьоб білогорлий"
15429;15449;;"Golden-crowned Spadebill";"Platyrinchus coronatus";"Sclater, PL, 1858";"MA, SA : Honduras to nw Ecuador, Amazonia";;;;"Лопатодзьоб золотоголовий"
15429;15453;;"Yellow-throated Spadebill";"Platyrinchus flavigularis";"Sclater, PL, 1862";"SA : w Venezuela to e Peru";;;;"Лопатодзьоб жовточеревий"
15429;15456;;"White-crested Spadebill";"Platyrinchus platyrhynchos";"(Gmelin, JF, 1788)";"SA : Amazonia";;;;"Лопатодзьоб білоголовий"
15429;15461;;"Russet-winged Spadebill";"Platyrinchus leucoryphus";"Wied-Neuwied, 1831";"SA : e Paraguay, ne Argentina and se Brazil";;;;"Лопатодзьоб рудокрилий"
15462;15463;;"Cinnamon Neopipo";"Neopipo cinnamomea";"(Lawrence, 1869)";"SA : w, ne Amazonia";;;;"Москверіто рудий"
15466;15467;;"Cinnamon Flycatcher";"Pyrrhomyias cinnamomeus";"(d'Orbigny & Lafresnaye, 1837)";"SA : Venezuela to nw Argentina";;;;"Біро коричневий"
15474;15475;;"Cliff Flycatcher";"Hirundinea ferruginea";"(Gmelin, JF, 1788)";"SA : widespread";;;;"Біро великий"
15480;15481;;"Euler's Flycatcher";"Lathrotriccus euleri";"(Cabanis, 1868)";"SA : widespread";;;;"Москверо бронзовий"
15480;15487;;"Grey-breasted Flycatcher";"Lathrotriccus griseipectus";"(Lawrence, 1869)";"SA : w Ecuador, n Peru";;;;"Москверо сіроволий"
15488;15489;;"Tawny-chested Flycatcher";"Aphanotriccus capitalis";"(Salvin, 1865)";"MA : e Nicaragua, n Costa Rica";;;;"Москверо білогорлий"
15488;15490;;"Black-billed Flycatcher";"Aphanotriccus audax";"(Nelson, 1912)";"MA, SA : Panama and n Colombia";;;;"Москверо панамський"
15491;15492;;"Fuscous Flycatcher";"Cnemotriccus fuscatus";"(Wied-Neuwied, 1831)";"SA : widespread";;;;"Москверо бурий"
15500;15501;;"Belted Flycatcher";"Xenotriccus callizonus";"Dwight & Griscom, 1927";"MA : s Mexico, sw Guatemala and nw El Salvador";;;;"Москверо-Чубань рудоволий"
15500;15502;;"Pileated Flycatcher";"Xenotriccus mexicanus";"(Zimmer, JT, 1938)";"MA : sw Mexico";;;;"Москверо-Чубань буроволий"
15503;15504;;"Eastern Phoebe";"Sayornis phoebe";"(Latham, 1790)";"NA : nc Canada to sc, se USA";;;;"Феб буроспинний"
15503;15505;;"Black Phoebe";"Sayornis nigricans";"(Swainson, 1827)";"NA, MA, SA : w USA to nw Argentina";;;;"Феб чорний"
15503;15512;;"Say's Phoebe";"Sayornis saya";"(Bonaparte, 1825)";"NA, MA : Alaska to s Mexico";;;;"Феб великий"
15515;15516;;"Northern Tufted Flycatcher";"Mitrephanes phaeocercus";"(Sclater, PL, 1859)";"MA, SA : w Mexico to nw Ecuador";;;;"Монудо рудий"
15515;15521;;"Olive Tufted Flycatcher";"Mitrephanes olivaceus";"Berlepsch & Stolzmann, 1894";"SA : Peru to nw Bolivia";;;;"Монудо оливковий"
15522;15523;;"Olive-sided Flycatcher";"Contopus cooperi";"(Nuttall, 1831)";"NA : w Alaska to sw USA, nw Mexico, ec USA and se Canada";"n, c SA";"LA";;"Піві північний"
15522;15524;;"Greater Pewee";"Contopus pertinax";"Cabanis & Heine, 1860";"NA, MA : sw USA to Nicaragua";;;;"Піві великий"
15522;15527;;"Dark Pewee";"Contopus lugubris";"Lawrence, 1865";"MA : Costa Rica and w Panama";;;;"Піві коста-риканський"
15522;15528;;"Smoke-colored Pewee";"Contopus fumigatus";"(d'Orbigny & Lafresnaye, 1837)";"SA : Venezuela to nw Argentina";;;;"Піві сивий"
15522;15535;;"Ochraceous Pewee";"Contopus ochraceus";"Sclater, PL & Salvin, 1869";"MA : Costa Rica and w Panama";;;;"Піві вохристий"
15522;15536;;"Western Wood Pewee";"Contopus sordidulus";"Sclater, PL, 1859";"NA, MA : w";"nw SA";;;"Піві бурий"
15522;15541;;"Eastern Wood Pewee";"Contopus virens";"(Linnaeus, 1766)";"NA : sc, se Canada to sc, se USA";"nw SA";;;"Піві лісовий"
15522;15542;;"Tropical Pewee";"Contopus cinereus";"(Spix, 1825)";"MA, SA : widespread";;;;"Піві сірий"
15522;15550;;"Tumbes Pewee";"Contopus punensis";"Lawrence, 1869";"SA : w Ecuador, w Peru";;"AS";"Contopus punensis is split from C. cinereus (Ridgely & Greenfield 2001); SACC needs proposal.";" "
15522;15551;;"White-throated Pewee";"Contopus albogularis";"(Berlioz, 1962)";"SA : ne Amazonia";;;;"Піві білогорлий"
15522;15552;;"Blackish Pewee";"Contopus nigrescens";"(Sclater, PL & Salvin, 1880)";"SA : Ecuador, Peru and e Amazonia";;;;"Піві еквадорський"
15522;15555;;"Cuban Pewee";"Contopus caribaeus";"(d'Orbigny, 1839)";"NA : Cuba and Bahamas";;;;"Піві карибський"
15522;15560;;"Hispaniolan Pewee";"Contopus hispaniolensis";"(Bryant, H, 1867)";"NA : Hispaniola";;;;"Піві гаїтійський"
15522;15563;;"Jamaican Pewee";"Contopus pallidus";"(Gosse, 1847)";"NA : Jamaica";;;;"Піві ямайський"
15522;15564;;"Lesser Antillean Pewee";"Contopus latirostris";"(Verreaux, J, 1866)";"NA : Lesser Antilles";;;;"Піві антильський"
15568;15569;;"Yellow-bellied Flycatcher";"Empidonax flaviventris";"(Baird, WM & Baird, SF, 1843)";"NA : wc Canada to se Canada and ne USA";"MA";;;"Піві-Малюк жовточеревий"
15568;15570;;"Acadian Flycatcher";"Empidonax virescens";"(Vieillot, 1818)";"NA : c, e USA";"Nicaragua to Venezuela & w Ecuador";;;"Піві-Малюк оливковий"
15568;15571;;"Willow Flycatcher";"Empidonax traillii";"(Audubon, 1828)";"NA : e, c, w";"w Mexico to ne Ecuador";;;"Піві-Малюк вербовий"
15568;15576;;"Alder Flycatcher";"Empidonax alnorum";"Brewster, 1895";"NA : c Alaska to e canada and ne USA";"nw and wc SA";;;"Піві-Малюк вільховий"
15568;15577;;"White-throated Flycatcher";"Empidonax albigularis";"Sclater, PL & Salvin, 1859";"MA : widespread";;;;"Піві-Малюк світлогорлий"
15568;15581;;"Least Flycatcher";"Empidonax minimus";"(Baird, WM & Baird, SF, 1843)";"NA : w Canada to nc, ne USA and se Canada";"MA";;;"Піві-Малюк сизий"
15568;15582;;"Hammond's Flycatcher";"Empidonax hammondii";"(Xántus, 1858)";"NA : c Alaska through w Canada to w USA";"sw USA to Honduras";;;"Піві-Малюк ялиновий"
15568;15583;;"American Dusky Flycatcher";"Empidonax oberholseri";"Phillips, AR, 1939";"NA : w Canada and w USA";"sw USA and Mexico";"ENG";"American Dusky Flycatcher distinguishes Empidonax oberholseri from ""dusky flycatchers"" in other families.";"Піві-Малюк чагарниковий"
15568;15584;;"American Grey Flycatcher";"Empidonax wrightii";"Baird, SF, 1858";"NA : sw Canada and w USA";"Mexico";"ENG";"American Grey Flycatcher distinguishes Empidonax wrightii from ""grey flycatchers"" in other families.";"Піві-Малюк сірий"
15568;15585;;"Pine Flycatcher";"Empidonax affinis";"(Swainson, 1827)";"MA : Mexico";;;;"Піві-Малюк сосновий"
15568;15591;;"Pacific-slope Flycatcher";"Empidonax difficilis";"Baird, SF, 1858";"NA : w";"w Mexico";;;"Піві-Малюк західний"
15568;15595;;"Cordilleran Flycatcher";"Empidonax occidentalis";"Nelson, 1897";"NA : wc";"Mexico";;;"Піві-Малюк кордильєрський"
15568;15598;;"Yellowish Flycatcher";"Empidonax flavescens";"Lawrence, 1865";"MA : se Mexico to Panama";;;;"Піві-Малюк золотистий"
15568;15602;;"Buff-breasted Flycatcher";"Empidonax fulvifrons";"(Giraud Jr, 1841)";"NA, MA : sw USA to Honduras";;;;"Піві-Малюк вохристий"
15568;15609;;"Black-capped Flycatcher";"Empidonax atriceps";"Salvin, 1870";"MA : Costa Rica and Panama";;;;"Піві-Малюк чорноголовий"
15610;15611;;"Scarlet Flycatcher";"Pyrocephalus rubinus";"(Boddaert, 1783)";"SA : se Bolivia, Paraguay, se Brazil to Argentina and Uruguay";"to Amazonia";"AS, ENG";"Scarlet Flycatcher (P. rubinus) is split from Vermilion Flycatcher (now P. obscurus). Original English name preferred to Austral Vermilion Flycatcher (Carmi et al. 2016).";"Москверо вогнистий"
15610;15612;;"Vermilion Flycatcher";"Pyrocephalus obscurus";"Gould, 1839";"NA, MA, SA : sw USA to n Chile";;"TAX, SSP";"Species epithet of Vermilion Flycatcher changes from P. rubinus to P. obscurus with split of Scarlet Flycatcher P. rubinus. Previously listed subspecies major is of questionable validity (Fitzpatrick 2004).";" "
15610;15622;;"Darwin's Flycatcher";"Pyrocephalus nanus";"Gould, 1838";"SA : Galápagos Is. (except San Cristobal)";;"AS, ENG";"Darwin's Flycatcher is split from mainland Vermilion Flycatchers (Carmi et al. 2016).";" "
15610;15623;"1";"San Cristobal Flycatcher";"Pyrocephalus dubius";"Gould & Gray, GR, 1839";"SA : San Cristobal I. (Galápagos Is.)";;"AS, ENG";"{Extinct} San Cristobal Flycatcher is split from other Vermilion Flycatchers (Carmi et al. 2016).";" "
15624;15625;;"Austral Negrito";"Lessonia rufa";"(Gmelin, JF, 1789)";"SA : Southern Cone";;"ENG";"Change name of Lessonia rufa to Austral Negrito (Ridgely & Tudor 1994; SACC).";"Негрито патагонський"
15624;15626;;"Andean Negrito";"Lessonia oreas";"(Sclater, PL & Salvin, 1869)";"SA : Peru to nw Argentina";;;;"Негрито андійський"
15627;15628;;"Cinereous Tyrant";"Knipolegus striaticeps";"(d'Orbigny & Lafresnaye, 1837)";"SA : e Bolivia to c Argentina";;;;"Ада бурий"
15627;15629;;"Hudson's Black Tyrant";"Knipolegus hudsoni";"Sclater, PL, 1872";"SA : c Argentina";"to n Bolivia";;;"Ада аргентинський"
15627;15630;;"Amazonian Black Tyrant";"Knipolegus poecilocercus";"(Pelzeln, 1868)";"SA : Amazonia";;;;"Ада амазонійський"
15627;15631;;"Jelski's Black Tyrant";"Knipolegus signatus";"(Taczanowski, 1875)";"SA : n Peru";;"ENG";"English name change follows split of Plumbeous Tyrant.";"Ада андійський"
15627;15632;;"Plumbeous Tyrant";"Knipolegus cabanisi";"Schulz, 1882";"SA : se Peru, w Bolivia and nw Argentina";;"AS";"Hosner & Moyle (2012) support split of cabanisi as Plumbeous Tyrant (SACC 573).";" "
15627;15633;;"Blue-billed Black Tyrant";"Knipolegus cyanirostris";"(Vieillot, 1818)";"SA : se, s Brazil, e Paraguay, ne Argentina and Uruguay";;;;"Ада сизодзьобий"
15627;15634;;"Rufous-tailed Tyrant";"Knipolegus poecilurus";"(Sclater, PL, 1862)";"SA : w Venezuela to e Peru and tepuis";;;;"Ада рудохвостий"
15627;15640;;"Riverside Tyrant";"Knipolegus orenocensis";"Berlepsch, 1884";"SA : Amazonia";;;;"Ада береговий"
15627;15644;;"White-winged Black Tyrant";"Knipolegus aterrimus";"Kaup, 1853";"SA : Peru to c Argentina";;;;"Ада білокрилий"
15627;15648;;"Sao Francisco Black Tyrant";"Knipolegus franciscanus";"Snethlage, E, 1928";"SA : e Brazil";;"AS, ENG";"Knipolegus franciscanus is split from K. aterrimus (Silva & Oren 1992; Ridgely & Tudor 1994; Hosner and Moyle 2012); SACC 754 pending. Change English name to Sao Francisco Black Tyrant because habitat is deciduous woodlands of upper Rio Sao Francisco Basi";" "
15627;15649;;"Crested Black Tyrant";"Knipolegus lophotes";"Boie, F, 1828";"SA : c, se Brazil to Uruguay";;;;"Ада чубатий"
15627;15650;;"Velvety Black Tyrant";"Knipolegus nigerrimus";"(Vieillot, 1818)";"SA : e, se Brazil";;;;"Ада короткочубий"
15653;15654;;"Spectacled Tyrant";"Hymenops perspicillatus";"(Gmelin, JF, 1789)";"SA : Southern Cone";;;;"Смолик "
15657;15658;;"Drab Water Tyrant";"Ochthornis littoralis";"(Pelzeln, 1868)";"SA : Amazonia";;;;"Пітайо річковий"
15659;15660;;"Yellow-browed Tyrant";"Satrapa icterophrys";"(Vieillot, 1818)";"SA : n Venezuela, ne Brazil to Bolivia, c Argentina and Uruguay";;;;"Сатрапа "
15661;15662;;"Little Ground Tyrant";"Muscisaxicola fluviatilis";"Sclater, PL & Salvin, 1866";"SA : sw Amazonia";;;;"Дормілон малий"
15661;15663;;"Spot-billed Ground Tyrant";"Muscisaxicola maculirostris";"d'Orbigny & Lafresnaye, 1837";"SA : Colombia to Chile and Argentina";;;;"Дормілон плямистодзьобий"
15661;15667;;"Taczanowski's Ground Tyrant";"Muscisaxicola griseus";"Taczanowski, 1884";"SA : Peru and Bolivia";;"ENG";"Accept SACC name change for Muscisaxicola griseus; retain Plain-capped Ground Tyrant for superspecies alpinus + griseus.";"Дормілон попелястий"
15661;15668;;"Puna Ground Tyrant";"Muscisaxicola juninensis";"Taczanowski, 1884";"SA : Peru to n Chile and nw Argentina";;;;"Дормілон рудоголовий"
15661;15669;;"Cinereous Ground Tyrant";"Muscisaxicola cinereus";"Philippi & Landbeck, 1864";"SA : Peru to n Chile and nw Argentina";;;;"Дормілон сірий"
15661;15672;;"White-fronted Ground Tyrant";"Muscisaxicola albifrons";"(Tschudi, 1844)";"SA : Peru to n Chile";;;;"Дормілон білолобий"
15661;15673;;"Ochre-naped Ground Tyrant";"Muscisaxicola flavinucha";"Lafresnaye, 1855";"SA : Argentina and Chile";"to Peru and w Bolivia";;;"Дормілон жовтоголовий"
15661;15676;;"Rufous-naped Ground Tyrant";"Muscisaxicola rufivertex";"d'Orbigny & Lafresnaye, 1837";"SA : Peru to c Chile and w Argentina";;;;"Дормілон блідий"
15661;15681;;"Dark-faced Ground Tyrant";"Muscisaxicola maclovianus";"(Garnot, 1826)";"SA : w, Southern Cone";;;;"Дормілон масковий"
15661;15684;;"White-browed Ground Tyrant";"Muscisaxicola albilora";"Lafresnaye, 1855";"SA : Ecuador to s Chile and w Argentina";;;;"Дормілон білобровий"
15661;15685;;"Paramo Ground Tyrant";"Muscisaxicola alpinus";"(Jardine, 1849)";"SA : Colombia and Ecuador";;;;"Дормілон скельний"
15661;15689;;"Cinnamon-bellied Ground Tyrant";"Muscisaxicola capistratus";"(Burmeister, 1860)";"SA : s Argentina, Chile and Peru";;;;"Дормілон рудочеревий"
15661;15690;;"Black-fronted Ground Tyrant";"Muscisaxicola frontalis";"(Burmeister, 1860)";"SA : c Chile and wc Argentina and Peru";;;;"Дормілон чорнолобий"
15691;15692;;"Black-billed Shrike-Tyrant";"Agriornis montanus";"(d'Orbigny & Lafresnaye, 1837)";"SA : Colombia to Chile and Argentina";;;;"Гохо гірський"
15691;15699;;"White-tailed Shrike-Tyrant";"Agriornis albicauda";"(Philippi & Landbeck, 1863)";"SA : Ecuador to nw Argentina";;;;"Гохо білохвостий"
15691;15702;;"Great Shrike-Tyrant";"Agriornis lividus";"(Kittlitz, 1835)";"SA : Chile and s Argentina";;;;"Гохо великий"
15691;15705;;"Grey-bellied Shrike-Tyrant";"Agriornis micropterus";"Gould, 1839";"SA : Southern Cone";;;;"Гохо світлочеревий"
15691;15708;;"Lesser Shrike-Tyrant";"Agriornis murinus";"(d'Orbigny & Lafresnaye, 1837)";"SA : Southern Cone";;;;"Гохо малий"
15709;15710;;"Fire-eyed Diucon";"Xolmis pyrope";"(Kittlitz, 1830)";"SA : Chile and sw Argentina";;;;"Монжита червоноока"
15709;15713;;"Grey Monjita";"Xolmis cinereus";"(Vieillot, 1816)";"SA : e, c Brazil, se SA";;;;"Монжита чорновуса"
15709;15716;;"Black-crowned Monjita";"Xolmis coronatus";"(Vieillot, 1823)";"SA : n, c Argentina";;;;"Монжита чорноголова"
15709;15717;;"White-rumped Monjita";"Xolmis velatus";"(Lichtenstein, MHK, 1823)";"SA : c Brazil to Bolivia and n Paraguay";;;;"Монжита білогуза"
15709;15718;;"White Monjita";"Xolmis irupero";"(Vieillot, 1823)";"SA : e, se";;;;"Монжита біла"
15709;15721;;"Rusty-backed Monjita";"Xolmis rubetra";"(Burmeister, 1860)";"SA : c, n  Argentina";;;;"Монжита іржаста"
15709;15722;;"Salinas Monjita";"Xolmis salinarum";"Nores & Yzurieta, 1979";"SA : nc Argentina";;;;"Монжита мала"
15723;15724;;"Black-and-white Monjita";"Heteroxolmis dominicana";"(Vieillot, 1823)";"SA : s Brazil, ne Argentina and Uruguay";;;;"Монжита чорнокрила"
15725;15726;;"Streak-throated Bush Tyrant";"Myiotheretes striaticollis";"(Sclater, PL, 1853)";"SA : w Venezuela to nw Argentina";;;;"Кіптявник смугастогорлий"
15725;15729;;"Santa Marta Bush Tyrant";"Myiotheretes pernix";"(Bangs, 1899)";"SA : n Colombia";;;;"Кіптявник колумбійський"
15725;15730;;"Smoky Bush Tyrant";"Myiotheretes fumigatus";"(Boissonneau, 1840)";"SA : w Venezuela to Peru";;;;"Кіптявник іржастий"
15725;15735;;"Rufous-bellied Bush Tyrant";"Myiotheretes fuscorufus";"(Sclater, PL & Salvin, 1876)";"SA : Peru and Bolivia";;;;"Кіптявник рудий"
15736;15737;;"Red-rumped Bush Tyrant";"Cnemarchus erythropygius";"(Sclater, PL, 1853)";"SA : Colombia to Bolivia";;;;"Кіптявник сивоголовий"
15740;15741;;"Rufous-webbed Bush Tyrant";"Polioxolmis rufipennis";"(Taczanowski, 1874)";"SA : Peru to nw Argentina";;;;"Монжита високогірна"
15744;15745;;"Chocolate-vented Tyrant";"Neoxolmis rufiventris";"(Vieillot, 1823)";"SA : se Brazil to Tierra del Fuego";;;;"Пепоаза "
15746;15747;;"Streamer-tailed Tyrant";"Gubernetes yetapa";"(Vieillot, 1818)";"SA : n Bolivia, e Bolivia and c Brazil to ne Argentina";;;;"Ятапа-Стернохвіст "
15748;15749;;"Shear-tailed Grey Tyrant";"Muscipipra vetula";"(Lichtenstein, MHK, 1823)";"SA : se Brazil to e Paraguay and ne Argentina";;;;"Тиран-Ножицехвіст "
15750;15751;;"Pied Water Tyrant";"Fluvicola pica";"(Boddaert, 1783)";"MA, SA : Panama to the Guianas and n Brazil";;;;"Віюдита ряба"
15750;15752;;"Black-backed Water Tyrant";"Fluvicola albiventer";"(Spix, 1825)";"SA : c, e, se";;;;"Віюдита чорноспинна"
15750;15753;;"Masked Water Tyrant";"Fluvicola nengeta";"(Linnaeus, 1766)";"SA : w Ecuador, nw Peru and e Brazil";;;;"Віюдита біла"
15756;15757;;"White-headed Marsh Tyrant";"Arundinicola leucocephala";"(Linnaeus, 1764)";"SA : widespread";;;;"Віюдита білоголова"
15758;15759;;"Cock-tailed Tyrant";"Alectrurus tricolor";"(Vieillot, 1816)";"SA : n Bolivia, Paraguay and se Brazil";;;;"Ятапа щіткохвоста"
15758;15760;;"Strange-tailed Tyrant";"Alectrurus risora";"(Vieillot, 1824)";"SA : s Paraguay, ne Argentina and Uruguay";;;;"Ятапа вимпелохвоста"
15761;15762;;"Tumbes Tyrant";"Tumbezia salvini";"(Taczanowski, 1877)";"SA : nw Peru";;;;"Тумбезія "
15763;15764;;"Crowned Chat-Tyrant";"Silvicultrix frontalis";"(Lafresnaye, 1847)";"SA : Colombia and Ecuador";;;;"Пітайо сірочеревий"
15763;15767;;"Kalinowski's Chat-Tyrant";"Silvicultrix spodionota";"(Berlepsch & Stolzmann, 1896)";"SA : Peru and Bolivia";;"AS";"Ochthoeca spodionota is split from O. frontalis (García-Moreno et al. 1998); SACC needs proposal.";" "
15763;15770;;"Golden-browed Chat-Tyrant";"Silvicultrix pulchella";"(Sclater, PL & Salvin, 1876)";"SA : Peru and Bolivia";;;;"Пітайо золотобровий"
15763;15773;;"Yellow-bellied Chat-Tyrant";"Silvicultrix diadema";"(Hartlaub, 1843)";"SA : Colombia to n Peru";;;;"Пітайо жовточеревий"
15763;15779;;"Jelski's Chat-Tyrant";"Silvicultrix jelskii";"(Taczanowski, 1883)";"SA : sw Ecuador, nw Peru";;;;"Пітайо еквадорський"
15780;15781;;"Slaty-backed Chat-Tyrant";"Ochthoeca cinnamomeiventris";"(Lafresnaye, 1843)";"SA : sw Venezuela to n Peru";;;;"Пітайо темноспинний"
15780;15782;;"Blackish Chat-Tyrant";"Ochthoeca nigrita";"Sclater, PL & Salvin, 1871";"SA : w Venezuela";;"AS";"Ochthoeca nigrita is split from O. cinnamomeiventris (Ridgely & Greenfield 2001; Hilty 2003; cf. Fitzpatrick 2004); SACC needs proposal.";" "
15780;15783;;"Maroon-belted Chat-Tyrant";"Ochthoeca thoracica";"Taczanowski, 1874";"SA : Peru and Bolivia";;"AS";"Ochthoeca thoracica is split from O. cinnamomeiventris (García-Moreno et al. 1998); SACC proposal 754 pending.";" "
15780;15786;;"Rufous-breasted Chat-Tyrant";"Ochthoeca rufipectoralis";"(d'Orbigny & Lafresnaye, 1837)";"SA : n Colombia to w Bolivia";;;;"Пітайо рудоволий"
15780;15794;;"Brown-backed Chat-Tyrant";"Ochthoeca fumicolor";"Sclater, PL, 1856";"SA : w Venezuela to c Bolivia";;;;"Пітайо іржастий"
15780;15800;;"D'Orbigny's Chat-Tyrant";"Ochthoeca oenanthoides";"(d'Orbigny & Lafresnaye, 1837)";"SA : Peru to nw Argentina";;;;"Пітайо скельний"
15780;15803;;"White-browed Chat-Tyrant";"Ochthoeca leucophrys";"(d'Orbigny & Lafresnaye, 1837)";"SA : s Ecuador to nw Argentina";;;;"Пітайо білобровий"
15780;15810;;"Piura Chat-Tyrant";"Ochthoeca piurae";"Chapman, 1924";"SA : nw Peru";;;;"Пітайо перуанський"
15811;15812;;"Patagonian Tyrant";"Colorhamphus parvirostris";"(Gould & Gray, GR, 1839)";"SA : s Chile and sw Argentina";;;;"Пітайо патагонський"
15813;15814;;"Long-tailed Tyrant";"Colonia colonus";"(Vieillot, 1818)";"MA, SA : se Honduras to ne Argentina";;;;"Москверо довгохвостий"
15820;15821;;"Short-tailed Field Tyrant";"Muscigralla brevicauda";"d'Orbigny & Lafresnaye, 1837";"SA : Ecuador to n Chile";;;;"Дормілон короткохвостий"
15822;15823;;"Cattle Tyrant";"Machetornis rixosa";"(Vieillot, 1819)";"MA, SA : Panama to se SA";;;;"Пікабуї "
15827;15828;;"Piratic Flycatcher";"Legatus leucophaius";"(Vieillot, 1818)";"MA, SA : widespread";;;;"Тиран-Розбійник "
15831;15832;;"White-bearded Flycatcher";"Phelpsia inornata";"(Lawrence, 1869)";"SA : n Venezuela";;;;"Бієнтевіо венесуельський"
15833;15834;;"Rusty-margined Flycatcher";"Myiozetetes cayanensis";"(Linnaeus, 1766)";"MA, SA : Panama to se Brazil";;;;"Бієнтевіо рудокрилий"
15833;15839;;"Social Flycatcher";"Myiozetetes similis";"(Spix, 1825)";"MA, SA : Mexico to ne Argentina";;;;"Бієнтевіо червоноголовий"
15833;15847;;"Grey-capped Flycatcher";"Myiozetetes granadensis";"Lawrence, 1862";"MA, SA : Honduras to w Ecuador, w Amazonia";;;;"Бієнтевіо сіроголовий"
15833;15851;;"Dusky-chested Flycatcher";"Myiozetetes luteiventris";"(Sclater, PL, 1858)";"SA : Amazonia";;;;"Бієнтевіо малий"
15854;15855;;"Great Kiskadee";"Pitangus sulphuratus";"(Linnaeus, 1766)";"NA, MA, SA : sw USA to c Argentina";;;;"Пітанга велика"
15866;15867;;"Lesser Kiskadee";"Philohydor lictor";"(Lichtenstein, MHK, 1823)";"MA, SA : Panama to se Brazil";;;;"Пітанга мала"
15870;15871;;"White-ringed Flycatcher";"Conopias albovittatus";"(Lawrence, 1862)";"MA, SA : e Honduras to nw Ecuador";;;;"Конопа білогорла"
15870;15874;;"Yellow-throated Flycatcher";"Conopias parvus";"(Pelzeln, 1868)";"SA : n, w Amazonia";;;;"Конопа жовтогорла"
15870;15875;;"Three-striped Flycatcher";"Conopias trivirgatus";"(Wied-Neuwied, 1831)";"SA : Amazonia and se SA";;;;"Конопа оливкова"
15870;15878;;"Lemon-browed Flycatcher";"Conopias cinchoneti";"(Tschudi, 1844)";"SA : w Venezuela to Peru";;;;"Конопа жовтоброва"
15881;15882;;"Golden-bellied Flycatcher";"Myiodynastes hemichrysus";"(Cabanis, 1861)";"MA : Costa Rica and w Panama";;;;"Тиран масковий"
15881;15883;;"Golden-crowned Flycatcher";"Myiodynastes chrysocephalus";"(Tschudi, 1844)";"MA, SA : Panama, n Venezuela to nw Argentina";;;;"Тиран смугастоволий"
15881;15887;;"Baird's Flycatcher";"Myiodynastes bairdii";"(Gambel, 1847)";"SA : sw Ecuador, nw Peru";;;;"Тиран чорнолобий"
15881;15888;;"Sulphur-bellied Flycatcher";"Myiodynastes luteiventris";"Sclater, PL, 1859";"NA, MA : sw USA to Costa Rica";"w Amazonia";;;"Тиран жовточеревий"
15881;15889;;"Streaked Flycatcher";"Myiodynastes maculatus";"(Müller, PLS, 1776)";"MA, SA : e Mexico to Uruguay";;;;"Тиран смугастий"
15897;15898;;"Boat-billed Flycatcher";"Megarynchus pitangua";"(Linnaeus, 1766)";"MA, SA : Mexico to ne Argentina";;;;"Пітанга-Великодзьоб "
15905;15906;;"Sulphury Flycatcher";"Tyrannopsis sulphurea";"(Spix, 1825)";"SA : Amazonia";;;;"Тиран пальмовий"
15907;15908;;"Variegated Flycatcher";"Empidonomus varius";"(Vieillot, 1818)";"SA : widespread";;;;"Туквіто строкатий"
15911;15912;;"Crowned Slaty Flycatcher";"Griseotyrannus aurantioatrocristatus";"(d'Orbigny & Lafresnaye, 1837)";"SA : Amazonia and sc, se";;;;"Туквіто чорноголовий"
15915;15916;;"Snowy-throated Kingbird";"Tyrannus niveigularis";"Sclater, PL, 1860";"SA : sw Colombia to w Peru";;;;"Тиран сіроспинний"
15915;15917;;"White-throated Kingbird";"Tyrannus albogularis";"Burmeister, 1856";"SA : Amazonia and c Brazil";;;;"Тиран білогорлий"
15915;15918;;"Tropical Kingbird";"Tyrannus melancholicus";"Vieillot, 1819";"NA, MA, SA : sw USA to c Argentina";;;;"Тиран тропічний"
15915;15922;;"Couch's Kingbird";"Tyrannus couchii";"Baird, SF, 1858";"NA, MA : s Texas, e Mexico to Belize";;;;"Тиран техаський"
15915;15923;;"Cassin's Kingbird";"Tyrannus vociferans";"Swainson, 1826";"NA, MA : s USA to Belize";;;;"Тиран-Крикун "
